"Date","Price","Open","High","Low","Vol.","Change"
"Nov 22, 2013","833.88","839.00","840.56","829.85","-","0.30%"
"Nov 21, 2013","831.42","825.06","831.78","824.46","-","1.11%"
"Nov 20, 2013","822.30","827.67","828.84","820.74","-","-0.35%"
"Nov 19, 2013","825.20","826.22","827.86","822.27","-","-0.48%"
"Nov 18, 2013","829.14","831.94","833.42","826.26","-","0.31%"
"Nov 15, 2013","826.59","819.40","828.09","819.21","-","1.76%"
"Nov 14, 2013","812.32","807.16","815.58","805.80","-","1.21%"
"Nov 13, 2013","802.62","802.71","805.98","799.43","-","-0.08%"
"Nov 12, 2013","803.24","790.74","803.24","790.37","-","1.69%"
"Nov 11, 2013","789.88","792.04","792.69","786.43","-","0.97%"
"Nov 08, 2013","782.28","779.29","783.71","779.29","-","-0.78%"
"Nov 07, 2013","788.44","793.74","793.75","787.72","-","-0.58%"
"Nov 06, 2013","793.03","784.96","797.02","783.67","-","0.76%"
"Nov 05, 2013","787.07","793.57","793.71","783.38","-","-0.06%"
"Nov 01, 2013","787.52","798.09","798.20","784.16","-","-0.67%"
"Oct 31, 2013","792.82","799.79","801.61","792.82","-","-0.88%"
"Oct 30, 2013","799.89","798.44","802.01","797.14","-","1.02%"
"Oct 29, 2013","791.82","790.16","795.56","788.40","-","-0.41%"
"Oct 28, 2013","795.06","789.41","795.59","786.37","-","1.81%"
"Oct 25, 2013","780.94","796.97","796.97","780.94","-","-2.22%"
"Oct 24, 2013","798.67","791.00","799.23","787.97","-","0.50%"
"Oct 23, 2013","794.66","810.71","812.50","794.59","-","-1.50%"
"Oct 22, 2013","806.76","805.89","807.61","804.25","-","0.27%"
"Oct 21, 2013","804.59","804.22","807.89","801.75","-","0.48%"
"Oct 18, 2013","800.72","803.48","804.03","798.07","-","-0.20%"
"Oct 17, 2013","802.29","805.34","807.29","797.89","-","0.72%"
"Oct 16, 2013","796.52","797.21","799.16","794.21","-","-0.05%"
"Oct 15, 2013","796.93","802.38","802.49","795.55","-","-0.03%"
"Oct 11, 2013","797.18","796.08","800.33","793.76","-","1.50%"
"Oct 10, 2013","785.42","778.79","785.42","777.18","-","1.02%"
"Oct 09, 2013","777.47","760.61","777.47","757.96","-","1.51%"
"Oct 08, 2013","765.89","762.82","768.02","759.41","-","0.07%"
"Oct 07, 2013","765.37","775.67","777.74","764.97","-","-1.19%"
"Oct 04, 2013","774.61","774.62","780.27","770.26","-","-0.90%"
"Oct 03, 2013","781.67","781.55","785.72","778.79","-","0.07%"
"Oct 02, 2013","781.14","792.91","797.04","778.50","-","-1.39%"
"Oct 01, 2013","792.17","794.93","799.79","792.17","-","0.04%"
"Sep 30, 2013","791.84","797.82","800.07","791.76","-","-2.21%"
"Sep 27, 2013","809.76","813.77","814.41","808.35","-","-0.37%"
"Sep 26, 2013","812.75","801.07","812.75","794.71","-","0.55%"
"Sep 25, 2013","808.33","808.11","809.96","805.68","-","-0.12%"
"Sep 24, 2013","809.30","805.31","811.56","804.16","-","-0.43%"
"Sep 20, 2013","812.78","813.85","815.00","810.55","-","0.33%"
"Sep 19, 2013","810.10","804.27","810.10","799.66","-","1.82%"
"Sep 18, 2013","795.61","791.58","801.04","789.74","-","1.12%"
"Sep 17, 2013","786.76","793.82","794.17","786.76","-","-0.53%"
"Sep 13, 2013","790.94","788.01","795.18","784.03","-","-0.03%"
"Sep 12, 2013","791.21","793.64","794.44","787.73","-","-0.44%"
"Sep 11, 2013","794.69","802.38","802.38","792.94","-","-0.13%"
"Sep 10, 2013","795.71","791.12","797.55","790.43","-","1.40%"
"Sep 09, 2013","784.71","785.11","790.22","781.19","-","1.91%"
"Sep 06, 2013","770.03","778.55","779.27","766.73","-","-0.77%"
"Sep 05, 2013","776.02","778.97","779.71","771.55","-","0.25%"
"Sep 04, 2013","774.07","763.82","774.27","762.82","-","0.70%"
"Sep 03, 2013","768.69","757.67","768.90","756.92","-","2.98%"
"Sep 02, 2013","746.45","741.86","748.62","740.72","-","1.00%"
"Aug 30, 2013","739.05","751.61","754.36","738.19","-","-0.90%"
"Aug 29, 2013","745.78","744.21","746.78","742.56","-","0.23%"
"Aug 28, 2013","744.04","743.65","747.17","736.98","-","-1.72%"
"Aug 27, 2013","757.05","756.84","763.46","755.49","-","-0.50%"
"Aug 26, 2013","760.88","764.56","766.70","758.25","-","-0.14%"
"Aug 23, 2013","761.93","757.32","767.79","756.88","-","2.17%"
"Aug 22, 2013","745.78","743.57","751.14","741.29","-","-0.24%"
"Aug 21, 2013","747.60","748.82","752.13","741.10","-","-0.22%"
"Aug 20, 2013","749.23","760.22","766.14","749.23","-","-2.21%"
"Aug 19, 2013","766.13","762.27","766.13","758.93","-","0.50%"
"Aug 16, 2013","762.30","758.17","766.32","757.58","-","-0.93%"
"Aug 15, 2013","769.43","772.67","778.90","767.37","-","-1.67%"
"Aug 14, 2013","782.49","778.64","782.49","769.88","-","1.23%"
"Aug 13, 2013","772.95","766.51","773.34","765.65","-","1.93%"
"Aug 12, 2013","758.30","756.07","763.53","754.42","-","-0.47%"
"Aug 09, 2013","761.86","765.84","769.62","758.83","-","0.16%"
"Aug 08, 2013","760.61","766.58","779.15","757.97","-","-1.31%"
"Aug 07, 2013","770.71","784.45","785.23","770.71","-","-3.36%"
"Aug 06, 2013","797.49","789.96","797.49","781.23","-","0.69%"
"Aug 05, 2013","791.99","794.38","795.39","789.45","-","-1.01%"
"Aug 02, 2013","800.11","788.79","800.11","787.18","-","2.77%"
"Aug 01, 2013","778.55","758.90","778.55","758.40","-","3.00%"
"Jul 31, 2013","755.86","761.17","767.87","755.86","-","-1.26%"
"Jul 30, 2013","765.48","755.11","769.62","753.63","-","1.44%"
"Jul 29, 2013","754.58","766.31","767.74","754.29","-","-3.17%"
"Jul 26, 2013","779.29","792.85","794.32","777.18","-","-3.20%"
"Jul 25, 2013","805.03","819.13","819.13","803.55","-","-1.63%"
"Jul 24, 2013","818.40","818.45","819.57","814.42","-","-0.20%"
"Jul 23, 2013","820.02","810.27","821.49","810.16","-","0.64%"
"Jul 22, 2013","814.78","819.62","819.74","808.70","-","0.24%"
"Jul 19, 2013","812.79","823.77","825.18","802.48","-","-0.66%"
"Jul 18, 2013","818.22","814.87","819.30","813.89","-","0.67%"
"Jul 17, 2013","812.80","805.65","812.80","805.39","-","0.23%"
"Jul 16, 2013","810.96","810.93","812.10","807.83","-","0.70%"
"Jul 12, 2013","805.36","800.88","807.75","800.02","-","0.61%"
"Jul 11, 2013","800.46","793.27","802.34","791.25","-","-0.09%"
"Jul 10, 2013","801.16","802.87","806.59","794.77","-","-0.11%"
"Jul 09, 2013","802.03","796.13","802.09","792.68","-","2.24%"
"Jul 08, 2013","784.48","805.47","805.49","784.48","-","-1.49%"
"Jul 05, 2013","796.31","791.00","796.31","789.29","-","1.60%"
"Jul 04, 2013","783.79","782.61","787.25","781.76","-","-0.38%"
"Jul 03, 2013","786.77","787.56","788.44","782.05","-","0.22%"
"Jul 02, 2013","785.04","779.36","785.04","775.86","-","1.82%"
"Jul 01, 2013","771.03","766.05","771.25","758.02","-","1.52%"
"Jun 28, 2013","759.50","747.32","764.74","746.13","-","3.02%"
"Jun 27, 2013","737.23","725.50","737.23","720.77","-","2.78%"
"Jun 26, 2013","717.31","730.11","732.17","716.54","-","-0.43%"
"Jun 25, 2013","720.38","726.69","733.75","711.64","-","-1.02%"
"Jun 24, 2013","727.80","744.74","745.30","725.72","-","-1.18%"
"Jun 21, 2013","736.48","717.01","739.61","709.43","-","0.80%"
"Jun 20, 2013","730.60","734.84","739.31","728.08","-","-1.37%"
"Jun 19, 2013","740.78","738.62","743.11","733.61","-","2.04%"
"Jun 18, 2013","725.99","725.96","731.23","720.43","-","0.28%"
"Jun 17, 2013","723.96","704.17","724.32","702.68","-","2.29%"
"Jun 14, 2013","707.78","713.12","722.52","707.07","-","1.14%"
"Jun 13, 2013","699.83","722.37","723.15","696.50","-","-4.81%"
"Jun 12, 2013","735.21","727.62","739.41","720.17","-","-0.59%"
"Jun 11, 2013","739.58","745.83","752.27","735.63","-","-0.84%"
"Jun 10, 2013","745.87","723.99","745.87","723.99","-","5.07%"
"Jun 07, 2013","709.89","708.10","724.67","694.35","-","-1.27%"
"Jun 06, 2013","718.99","718.93","736.68","716.71","-","-1.28%"
"Jun 05, 2013","728.28","752.44","760.21","727.66","-","-3.31%"
"Jun 04, 2013","753.24","726.62","756.72","719.03","-","2.95%"
"Jun 03, 2013","731.67","749.01","750.37","729.67","-","-3.51%"
"May 31, 2013","758.31","770.17","773.27","757.49","-","-0.10%"
"May 30, 2013","759.08","774.47","780.06","755.57","-","-3.60%"
"May 29, 2013","787.43","796.47","800.64","784.31","-","0.48%"
"May 28, 2013","783.65","762.25","789.00","762.25","-","1.61%"
"May 27, 2013","771.21","786.71","786.83","771.21","-","-3.47%"
"May 24, 2013","798.90","811.63","825.44","767.16","-","0.06%"
"May 23, 2013","798.40","858.14","866.14","798.40","-","-6.57%"
"May 22, 2013","854.58","854.10","861.12","853.54","-","0.63%"
"May 21, 2013","849.20","847.61","851.89","846.92","-","-0.13%"
"May 20, 2013","850.27","848.91","853.22","847.05","-","1.23%"
"May 17, 2013","839.95","831.81","841.92","830.63","-","0.32%"
"May 16, 2013","837.24","844.84","847.13","829.96","-","-0.61%"
"May 15, 2013","842.36","833.42","845.51","833.07","-","2.54%"
"May 14, 2013","821.48","828.33","829.09","821.23","-","-0.39%"
"May 13, 2013","824.67","815.24","828.61","814.68","-","2.33%"
"May 10, 2013","805.89","798.47","807.10","797.36","-","2.65%"
"May 09, 2013","785.11","797.46","798.77","785.11","-","-1.03%"
"May 08, 2013","793.28","790.48","799.00","789.67","-","0.54%"
"May 07, 2013","789.00","780.20","789.98","779.45","-","3.00%"
"May 02, 2013","766.00","765.63","768.85","761.80","-","-0.50%"
"May 01, 2013","769.83","774.65","774.71","768.71","-","-0.69%"
"Apr 30, 2013","775.20","776.81","778.81","773.77","-","-0.01%"
"Apr 26, 2013","775.31","785.02","785.28","774.72","-","-0.83%"
"Apr 25, 2013","781.82","778.10","783.20","774.77","-","0.81%"
"Apr 24, 2013","775.55","770.74","775.55","767.37","-","1.73%"
"Apr 23, 2013","762.38","765.42","767.21","761.05","-","-0.51%"
"Apr 22, 2013","766.30","768.50","773.85","765.36","-","1.38%"
"Apr 19, 2013","755.84","756.07","758.10","747.64","-","0.21%"
"Apr 18, 2013","754.28","756.95","764.64","754.28","-","-1.23%"
"Apr 17, 2013","763.70","760.34","764.67","757.88","-","1.44%"
"Apr 16, 2013","752.87","750.26","758.93","744.06","-","-1.60%"
"Apr 15, 2013","765.15","768.24","774.49","762.12","-","-1.57%"
"Apr 12, 2013","777.39","776.53","777.96","769.81","-","0.14%"
"Apr 11, 2013","776.30","764.41","776.30","764.27","-","3.09%"
"Apr 10, 2013","753.03","737.78","754.74","737.78","-","2.02%"
"Apr 09, 2013","738.09","744.33","745.69","733.91","-","0.04%"
"Apr 08, 2013","737.77","726.98","737.81","726.78","-","3.33%"
"Apr 05, 2013","713.99","706.53","731.17","705.71","-","2.99%"
"Apr 04, 2013","693.29","665.29","693.40","660.86","-","2.92%"
"Apr 03, 2013","673.62","665.64","673.62","662.73","-","1.81%"
"Apr 02, 2013","661.66","660.12","666.51","648.52","-","-0.87%"
"Apr 01, 2013","667.49","685.60","686.59","667.33","-","-2.94%"
"Mar 29, 2013","687.74","692.05","692.45","684.62","-","-0.40%"
"Mar 28, 2013","690.48","696.47","696.64","685.54","-","-1.04%"
"Mar 27, 2013","697.77","696.98","698.41","695.97","-","0.14%"
"Mar 26, 2013","696.81","695.56","700.54","695.56","-","-0.42%"
"Mar 25, 2013","699.73","701.79","702.96","698.32","-","0.94%"
"Mar 22, 2013","693.24","700.87","701.92","693.24","-","-1.94%"
"Mar 21, 2013","706.93","707.18","710.38","705.89","-","1.04%"
"Mar 19, 2013","699.63","696.76","701.33","696.12","-","1.70%"
"Mar 18, 2013","687.91","696.32","696.83","687.91","-","-2.57%"
"Mar 15, 2013","706.07","702.01","707.14","700.05","-","1.13%"
"Mar 14, 2013","698.17","698.63","699.66","691.32","-","0.57%"
"Mar 13, 2013","694.22","694.76","699.95","693.73","-","-0.50%"
"Mar 12, 2013","697.72","705.44","708.34","697.72","-","-0.23%"
"Mar 11, 2013","699.31","692.19","701.44","690.73","-","2.18%"
"Mar 08, 2013","684.36","676.05","685.19","675.98","-","1.79%"
"Mar 07, 2013","672.31","676.04","678.18","670.93","-","0.15%"
"Mar 06, 2013","671.30","668.75","671.30","665.84","-","1.52%"
"Mar 05, 2013","661.25","668.73","669.81","660.49","-","-0.48%"
"Mar 04, 2013","664.47","664.77","671.54","662.88","-","0.70%"
"Mar 01, 2013","659.88","650.63","660.80","650.63","-","0.96%"
"Feb 28, 2013","653.60","645.75","653.65","645.75","-","2.44%"
"Feb 27, 2013","638.03","650.13","650.26","638.03","-","-1.74%"
"Feb 26, 2013","649.34","648.44","656.37","646.33","-","-1.53%"
"Feb 25, 2013","659.43","657.18","659.97","655.82","-","1.89%"
"Feb 22, 2013","647.19","641.15","647.80","636.87","-","-0.02%"
"Feb 21, 2013","647.32","652.77","654.93","645.50","-","-1.46%"
"Feb 20, 2013","656.91","657.82","659.55","655.02","-","0.95%"
"Feb 19, 2013","650.75","647.83","653.27","647.83","-","-0.05%"
"Feb 18, 2013","651.07","645.62","653.04","645.32","-","2.12%"
"Feb 15, 2013","637.57","641.82","642.31","628.59","-","-1.38%"
"Feb 14, 2013","646.46","650.17","652.05","643.19","-","-0.30%"
"Feb 13, 2013","648.40","653.42","656.04","644.95","-","-1.01%"
"Feb 12, 2013","654.99","656.21","661.84","654.99","-","1.38%"
"Feb 08, 2013","646.09","648.60","652.67","645.23","-","-1.24%"
"Feb 07, 2013","654.22","653.70","658.98","649.69","-","-0.12%"
"Feb 06, 2013","654.98","643.93","657.79","643.82","-","3.40%"
"Feb 05, 2013","633.42","636.51","642.72","633.42","-","-1.77%"
"Feb 04, 2013","644.81","638.38","645.66","636.81","-","1.70%"
"Feb 01, 2013","634.05","636.96","638.85","633.10","-","0.25%"
"Jan 31, 2013","632.50","628.73","634.08","626.02","-","0.70%"
"Jan 30, 2013","628.12","620.77","628.36","619.90","-","1.48%"
"Jan 29, 2013","618.96","610.19","621.54","610.19","-","1.11%"
"Jan 28, 2013","612.18","618.91","618.91","612.18","-","-0.35%"
"Jan 25, 2013","614.35","609.10","614.35","608.99","-","2.31%"
"Jan 24, 2013","600.47","589.16","600.74","589.16","-","1.19%"
"Jan 23, 2013","593.41","596.05","601.14","593.41","-","-1.60%"
"Jan 22, 2013","603.06","606.39","611.23","597.87","-","-0.41%"
"Jan 21, 2013","605.56","612.51","612.51","604.74","-","-0.91%"
"Jan 18, 2013","611.15","605.80","611.15","605.68","-","2.50%"
"Jan 17, 2013","596.25","597.68","599.25","586.50","-","0.54%"
"Jan 16, 2013","593.02","603.58","603.58","592.27","-","-2.26%"
"Jan 15, 2013","606.72","608.13","609.92","604.84","-","0.90%"
"Jan 11, 2013","601.32","602.73","604.18","599.21","-","1.17%"
"Jan 10, 2013","594.39","591.65","596.89","590.88","-","1.25%"
"Jan 09, 2013","587.05","576.06","589.42","575.08","-","0.81%"
"Jan 08, 2013","582.32","586.68","588.72","579.66","-","-1.20%"
"Jan 07, 2013","589.42","599.53","599.53","588.17","-","-0.97%"
"Jan 04, 2013","595.19","586.16","595.54","586.16","-","3.56%"
